cycle,exp_prices,exp_qtities,cycle2,acc_prices,acc_qtities
6778,94.25|101.3,12|30,6778,94.25|101.3,12|30
6779,,,6779,,
6780,,,6780,,
6781,101.3,2,6781,101.3,2
6782,,,6782,,
6783,101.3,3,6783,101.3,3
6784,,,6784,,
6785,,,6785,,
6786,,,6786,,
6787,101.3|103.19,6|5,6787,,
6788,,,6788,101.3|103.19,6|5
6789,,,6789,,
6790,,,6790,,
6791,,,6791,,
6792,,,6792,,
6793,,,6793,,
6794,,,6794,,
6795,,,6795,,
6796,,,6796,,
6797,,,6797,,
6798,95.66|98.59,23|30,6798,95.66|98.59,23|30
6799,98.59,13,6799,98.59,13
6800,,,6800,,
6801,,,6801,,
6802,,,6802,,
6803,79.01|98.59|98.94|99.65|103.19,2|15|54|8|12,6803,79.01|98.59|98.94|99.65|103.19,2|15|54|8|12
6804,103.19|103.28|103.32,15|9|11,6804,103.19|103.28|103.28,14|19|2
6805,,,6805,,
6806,,,6806,,
6807,,,6807,,
6808,87.26,8,6808,87.26,8
6809,,,6809,,
6810,103.32|103.34,47|2,6810,103.28|103.32,7|42
6811,,,6811,,
6812,,,6812,,
6813,93.77,3,6813,93.77,3
6814,,,6814,,
6815,,,6815,,
6816,,,6816,,
6817,,,6817,91.02,6
6818,91.02,6,6818,,
6819,91.02,1,6819,91.02,1
6820,,,6820,,
6821,,,6821,,
6822,,,6822,,
6823,,,6823,,
6824,,,6824,,
6825,,,6825,,
6826,,,6826,,
6827,,,6827,,
6828,,,6828,,
6829,91.02,1,6829,91.02,1
6830,91.02|91.33|92.47,22|2|20,6830,91.02|91.33|92.47,22|2|20
6831,92.47,10,6831,92.47,10
6832,,,6832,,
6833,,,6833,,
6834,82.41|92.47|93.49|93.77|95.63|95.79|98.47|103.34,7|17|10|9|22|1|5|17,6834,82.41|92.47|93.49|93.77|95.63|95.79|98.47|103.32|103.34,7|17|10|9|22|1|5|16|1
6835,103.34|103.37,5|3,6835,103.34,8
6836,,,6836,,
6837,,,6837,,
6838,,,6838,,
6839,94.82|101.68,8|2,6839,94.82|101.68,8|2
6840,,,6840,,
6841,98.02,48,6841,98.02,48
6842,,,6842,,
6843,,,6843,,
6844,,,6844,,
6845,81.98,8,6845,81.98,8
6846,,,6846,,
6847,81.98,8,6847,81.98|92.91|94.61|98.02|99.32|101.68|103.34,18|23|2|41|1|4|4
6848,81.98|92.91|94.61|98.02|99.32|101.68|103.37,10|23|2|41|1|4|12,6848,103.34|103.37,11|13
6849,103.37,24,6849,,
6850,,,6850,,
6851,99.86,6,6851,99.86,6
6852,99.86|103.37,92|7,6852,99.86|103.37,92|7
6853,,,6853,,
6854,,,6854,99.03,7
6855,99.03,7,6855,,
6856,,,6856,,
6857,,,6857,,
6858,,,6858,,
6859,85.5,2,6859,85.5,2
6860,,,6860,,
6861,,,6861,,
6862,85.5|91.82,21|41,6862,85.5|91.82,21|41
6863,,,6863,,
6864,,,6864,,
6865,,,6865,,
6866,91.62,8,6866,91.62,8
6867,,,6867,,
6868,85.48,3,6868,85.48,3
6869,,,6869,,
6870,,,6870,,
6871,,,6871,,
6872,,,6872,,
6873,85.48,31,6873,85.48,31
6874,,,6874,,
6875,85.48|91.62,58|29,6875,85.48|91.62,58|29
6876,,,6876,,
6877,91.62,2,6877,91.62,2
6878,91.62|91.82|95.84,2|18|73,6878,91.62|91.82|95.84,2|18|73
6879,,,6879,,
6880,,,6880,,
6881,,,6881,,
6882,,,6882,,
6883,,,6883,,
6884,,,6884,,
6885,,,6885,,
6886,,,6886,,
6887,87.35|88.83,8|1,6887,87.35|88.83,8|1
6888,,,6888,,
6889,,,6889,,
6890,88.83|90.95|92.4|95.49|99.03,61|12|12|8|5,6890,88.83|90.95|92.4|95.49|99.03,61|12|12|8|5
6891,99.03|99.58|100.67|100.98,8|61|1|4,6891,99.03|99.58|100.67|100.98,8|61|1|4
6892,,,6892,,
6893,,,6893,,
6894,,,6894,,
6895,102.75,15,6895,102.75,15
6896,,,6896,,
6897,,,6897,,
6898,,,6898,,
6899,,,6899,,
6900,,,6900,,
6901,,,6901,,
6902,,,6902,,
6903,,,6903,,
6904,93.13|96,10|1,6904,93.13|96,10|1
6905,,,6905,,
6906,,,6906,,
6907,,,6907,,
6908,,,6908,,
6909,,,6909,,
6910,,,6910,,
6911,,,6911,102.22|102.53|102.75|103,1|15|61|2
6912,77.65|102.22|102.53|102.75,56|1|15|7,6912,,
6913,,,6913,,
6914,,,6914,,
6915,,,6915,77.65,56
6916,,,6916,,
6917,,,6917,,
6918,,,6918,,
6919,,,6919,,
6920,,,6920,,
6921,93.38,8,6921,93.38,8
6922,,,6922,,
6923,,,6923,,
6924,,,6924,,
6925,,,6925,,
6926,,,6926,,
6927,93.14|93.38,2|7,6927,93.14|93.38,2|7
6928,,,6928,,
6929,,,6929,,
6930,93.38,41,6930,93.38,41
6931,,,6931,,
6932,,,6932,,
6933,90.39|93.38|94.26|97.46,10|5|9|28,6933,90.39|93.38|94.26|97.46,10|5|9|28
6934,,,6934,,
6935,,,6935,,
6936,,,6936,,
6937,,,6937,,
6938,97.46,6,6938,97.46,6
6939,97.46,4,6939,97.46,4
6940,,,6940,,
6941,84.76|97.46|99.04,7|41|47,6941,84.76|97.46|99.04,7|41|47
6942,99.04,22,6942,99.04,22
6943,99.04,1,6943,,
6944,,,6944,,
6945,,,6945,82.39,1
6946,,,6946,,
6947,,,6947,,
6948,,,6948,,
6949,82.39,7,6949,82.39,7
6950,,,6950,,
6951,,,6951,,
6952,82.39,34,6952,82.39,34
6953,82.39|91.66,22|6,6953,82.39|91.66,21|7
6954,,,6954,,
6955,91.66|92.11,2|30,6955,91.66|92.11,1|30
6956,99.04,2,6956,99.04,2
6957,,,6957,,
6958,99.04,6,6958,99.04,6
6959,,,6959,,
6960,,,6960,,
6961,,,6961,,
6962,,,6962,,
6963,,,6963,99.04,9
6964,99.04,9,6964,,
6965,,,6965,,
6966,92.03,6,6966,92.03,6
6967,,,6967,,
6968,,,6968,,
6969,92.03,25,6969,92.03,25
6970,92.03,40,6970,92.03,40
6971,,,6971,,
6972,,,6972,,
6973,,,6973,,
6974,81.64|92.03,3|3,6974,81.64|92.03,3|3
6975,,,6975,,
6976,,,6976,92.03|93.04,2|6
6977,92.03|93.04,2|6,6977,,
6978,,,6978,,
6979,93.04,1,6979,93.04,1
6980,93.04|96.42,2|4,6980,93.04|96.42,2|4
6981,,,6981,,
6982,,,6982,,
6983,,,6983,,
6984,,,6984,,
6985,,,6985,,
6986,,,6986,,
6987,,,6987,,
6988,,,6988,,
6989,80.2|87.53,44|3,6989,80.2|87.53,44|3
6990,87.53,8,6990,87.53,8
6991,,,6991,,
6992,87.53|99.04|99.56|99.69|100.33,1|3|23|3|9,6992,87.53|99.04|99.56|99.69|100.33,1|4|23|3|8
6993,100.33|102.36|102.75,69|2|9,6993,100.33|102.36|103.02,70|2|8
6994,102.75|103|103.02,45|2|4,6994,103.02,51
6995,103.02,6,6995,103.02,6
6996,,,6996,,
6997,,,6997,,
6998,,,6998,,
6999,,,6999,,
7000,,,7000,,
7001,,,7001,,
7002,,,7002,,
7003,,,7003,,
7004,,,7004,,
7005,,,7005,,
7006,92.97,3,7006,92.97,3
7007,,,7007,,
7008,,,7008,,
7009,,,7009,,
7010,,,7010,,
7011,92.74|92.97|96.34,62|1|1,7011,92.74|92.97|96.34,62|1|1
7012,,,7012,,
7013,96.34|97.36,4|5,7013,96.34|97.36,4|5
7014,,,7014,,
7015,97.36,39,7015,97.36,39
7016,,,7016,,
7017,,,7017,,
7018,,,7018,,
7019,88.47,10,7019,88.47,10
7020,88.47,4,7020,88.47,4
7021,88.47,9,7021,88.47,9
7022,,,7022,,
7023,88.47,2,7023,88.47,2
7024,88.47,36,7024,88.47,36
7025,97.36,3,7025,97.36,3
7026,,,7026,,
7027,,,7027,,
7028,,,7028,,
7029,,,7029,,
7030,96.02|97.36,27|9,7030,96.02|97.36,27|9
7031,,,7031,,
7032,,,7032,,
7033,95.05|97.36|99.1|101.07|101.78|101.84|102.04|102.45,2|12|1|1|40|6|1|25,7033,95.05|97.36|99.1|101.07|101.78|101.84|102.04|102.45,2|12|1|1|40|6|1|25
7034,,,7034,,
7035,,,7035,,
7036,102.45,5,7036,102.45,5
7037,,,7037,,
7038,,,7038,,
7039,,,7039,,
7040,,,7040,,
7041,,,7041,,
7042,,,7042,,
7043,,,7043,,
7044,,,7044,101.05,2
7045,101.05,2,7045,,
7046,,,7046,,
7047,,,7047,,
7048,,,7048,,
7049,,,7049,,
7050,93.43,1,7050,93.43,1
7051,,,7051,,
7052,,,7052,,
7053,,,7053,,
7054,,,7054,,
7055,,,7055,,
7056,,,7056,,
7057,,,7057,,
7058,,,7058,,
7059,89.97,5,7059,89.97,5
7060,,,7060,,
7061,89.97,2,7061,89.97,2
7062,90|93.43|93.78,4|6|62,7062,90|93.43|93.78,4|6|62
7063,93.78,2,7063,93.78,2
7064,,,7064,,
7065,83.74|93.78|96.07|97.43,3|4|10|50,7065,83.74|93.78|96.07|97.43,3|4|10|50
7066,,,7066,,
7067,97.43,2,7067,97.43,2
7068,97.43,4,7068,97.43,4
7069,,,7069,,
7070,89.67,6,7070,89.67,6
7071,,,7071,,
7072,,,7072,87.14,3
7073,87.14,3,7073,,
7074,87.14|90.02,4|4,7074,87.14|90.02,4|4
7075,90.02,9,7075,90.02,9
7076,,,7076,,
7077,,,7077,,
7078,,,7078,,
7079,,,7079,,
7080,,,7080,,
7081,,,7081,,
7082,90.02|91.37|97.43|98.81,25|4|16|9,7082,90.02|91.37|97.43|98.81,25|4|16|9
7083,,,7083,,
7084,,,7084,,
7085,,,7085,,
7086,,,7086,,
7087,,,7087,,
7088,,,7088,,
7089,,,7089,,
7090,,,7090,,
7091,93.67,1,7091,93.67,1
7092,,,7092,,
7093,,,7093,,
7094,,,7094,,
7095,,,7095,,
7096,93.67|97.76,1|1,7096,93.67|97.76,1|1
7097,97.76|99.62|100.79,8|3|41,7097,97.76|99.62|100.79,8|3|41
7098,,,7098,,
7099,97.11|100.79|101.4|101.89|102.45|103.02,5|14|4|1|35|2,7099,97.11|100.79|101.4|101.89|102.45|103.02,5|14|4|1|35|2
7100,,,7100,,
7101,,,7101,,
7102,,,7102,,
7103,94.63|103.02,4|3,7103,,
7104,,,7104,94.63|103.02,4|3
7105,,,7105,,
7106,103.02,50,7106,103.02|103.25|103.25|103.26|103.37,7|2|4|6|31
7107,,,7107,,
7108,,,7108,,
7109,,,7109,,
7110,,,7110,,
7111,87.79,1,7111,87.79,1
7112,87.79|90.09,4|1,7112,87.79|90.09,4|1
7113,90.09,9,7113,90.09,9
7114,90.09,2,7114,90.09,2
7115,,,7115,,
7116,,,7116,,
7117,82.22|90.09,6|1,7117,82.22|90.09,6|1
7118,,,7118,,
7119,,,7119,,
7120,90.09|92.52,1|3,7120,90.09|92.52,1|3
7121,,,7121,,
7122,,,7122,,
7123,,,7123,,
7124,89.45,6,7124,89.45,6
7125,,,7125,,
7126,,,7126,,
7127,,,7127,,
7128,,,7128,,
7129,71.54,1,7129,71.54,1
7130,71.54|89.45,7|32,7130,71.54|89.45,7|32
7131,,,7131,,
7132,,,7132,,
7133,74.33|89.45|89.81|92.52,4|21|2|2,7133,74.33|89.45|89.81|92.52,4|21|2|2
7134,,,7134,,
7135,,,7135,84.98|92.52|93.23|95.85|96.74|103.37|103.37|103.4,1|28|2|6|2|12|5|22
7136,84.98|92.52|93.23|95.85|96.74|102.76|103.02|103.25,1|28|2|6|2|26|12|1,7136,,
7137,,,7137,,
7138,,,7138,,
7139,94.71,6,7139,94.71,6
7140,,,7140,,
7141,,,7141,,
7142,,,7142,91.97|94.71,3|4
7143,91.97|94.71,3|4,7143,,
7144,,,7144,,
7145,,,7145,,
7146,,,7146,,
7147,92.81,80,7147,92.81,80
7148,92.81|94.71|100.21|103.25|103.25|103.26|103.37|103.37|103.4,5|1|10|1|4|6|17|5|48,7148,92.81|94.71|100.21|102.76|103.4|103.41,5|1|10|26|35|20
7149,,,7149,,
7150,103.4,6,7150,103.41,6
7151,103.4|103.41,3|3,7151,103.41|103.43,5|1
7152,,,7152,,
7153,88.53,2,7153,88.53,2
7154,,,7154,,
7155,,,7155,,
7156,,,7156,,
7157,87.78|93.95|96.17,3|5|30,7157,87.78|93.95|96.17,3|5|30
7158,,,7158,,
7159,,,7159,,
7160,96.17,8,7160,96.17,8
7161,,,7161,,
7162,,,7162,,
7163,96.17,36,7163,96.17,36
7164,96.17,4,7164,96.17,4
7165,,,7165,,
7166,,,7166,,
7167,,,7167,92.36,4
7168,92.36,4,7168,,
7169,,,7169,,
7170,,,7170,,
7171,92.36,14,7171,92.36,14
7172,92.36,6,7172,,
7173,,,7173,88.47,6
7174,88.47|92.36,9|14,7174,88.47|92.36,3|20
7175,,,7175,,
7176,,,7176,,
7177,,,7177,,
7178,,,7178,,
7179,,,7179,,
7180,92.36,53,7180,92.36,53
7181,,,7181,,
7182,96.17,1,7182,96.17,1
7183,,,7183,,
7184,,,7184,,
7185,,,7185,,
7186,96.17|98.02|99.74|103.41,17|9|3|9,7186,96.17|98.02|99.74|103.43,17|9|3|9
7187,103.41|103.43|103.44|103.47|103.48|103.48|103.49,19|16|3|8|4|3|31,7187,103.43|103.44|103.47|103.48|103.48|103.49,6|3|8|4|3|60
7188,,,7188,,
7189,80.9,4,7189,80.9,4
7190,,,7190,,
7191,101.17,7,7191,101.17,7
7192,101.17,1,7192,101.17,1
7193,,,7193,,
7194,88.12,61,7194,88.12,61
7195,,,7195,,
7196,,,7196,,
7197,,,7197,,
7198,,,7198,,
7199,,,7199,,
7200,,,7200,83.57,8
7201,83.57,8,7201,83.57|88.12|97.47,13|28|6
7202,83.57|88.12|97.47,13|28|6,7202,,
7203,101.17,37,7203,101.17,37
7204,101.17,9,7204,101.17,9
7205,,,7205,,
7206,,,7206,,
7207,,,7207,,
7208,79.26,3,7208,79.26,3
7209,79.26,3,7209,79.26,3
7210,79.26,2,7210,79.26,2
7211,79.26,9,7211,79.26,9
7212,,,7212,,
7213,79.26|101.17|101.62|101.89|102.23,34|3|40|1|19,7213,79.26|101.17|101.62|101.89|102.23,34|3|40|1|19
7214,,,7214,,
7215,99.87,1,7215,99.87,1
7216,,,7216,,
7217,,,7217,,
7218,,,7218,,
7219,94.86,16,7219,94.86,16
7220,,,7220,,
7221,94.28,2,7221,94.28,2
7222,94.28,10,7222,94.28,10
7223,,,7223,,
7224,,,7224,,
7225,87.24,1,7225,87.24,1
7226,87.24|94.28,9|19,7226,87.24|94.28,9|19
7227,,,7227,,
7228,94.28,6,7228,94.28,6
7229,94.28,4,7229,94.28,4
7230,,,7230,,
7231,94.28,9,7231,,
7232,,,7232,,
7233,,,7233,94.28,9
7234,,,7234,,
7235,,,7235,,
7236,,,7236,,
7237,,,7237,,
7238,,,7238,,
7239,83.84|91.29,2|21,7239,83.84|91.29,2|21
7240,91.29,25,7240,91.29,25
7241,,,7241,,
7242,91.29,9,7242,91.29,9
7243,91.29,10,7243,91.29,10
7244,,,7244,,
7245,,,7245,,
7246,,,7246,,
7247,91.29|94.28|94.65,1|16|35,7247,91.29|94.28|94.65,1|16|35
7248,94.65,10,7248,94.65,10
7249,,,7249,,
7250,,,7250,,
7251,,,7251,,
7252,94.65,2,7252,94.65,2
7253,94.65|95.9|98.51,2|42|12,7253,94.65|95.9|98.51,2|42|12
7254,,,7254,,
7255,,,7255,,
7256,,,7256,,
7257,,,7257,,
7258,,,7258,,
7259,94.63,5,7259,94.63,5
7260,,,7260,,
7261,,,7261,,
7262,,,7262,,
7263,,,7263,,
7264,,,7264,90.77|92.63|94.63|94.9|98.39,10|1|13|40|34
7265,90.77|92.63|94.63|94.9|98.39,10|1|13|40|34,7265,,
7266,,,7266,,
7267,,,7267,,
7268,,,7268,,
7269,,,7269,,
7270,,,7270,,
7271,,,7271,,
7272,84.16|92.66,8|7,7272,84.16|92.66,8|7
7273,,,7273,,
7274,,,7274,,
7275,,,7275,,
7276,97.76|98.39,5|1,7276,97.76|98.39,5|1
7277,98.39|98.51,56|20,7277,98.39|98.51,56|20
7278,,,7278,,
7279,80.19|98.51|100.75|102.23,7|34|24|16,7279,80.19|98.51|100.75|102.23,7|34|24|16
7280,,,7280,,
7281,,,7281,,
7282,,,7282,,
7283,92.77|98.53|102.23,23|5|3,7283,92.77|98.53|102.23,23|5|3
7284,102.23,5,7284,102.23,5
7285,,,7285,,
7286,93.62,1,7286,93.62,1
7287,102.23|102.25|102.83|103.39|103.49,7|43|7|2|16,7287,102.23|102.25|102.83|103.39|103.49,7|43|7|2|16
7288,,,7288,,
7289,,,7289,,
7290,95.15,4,7290,95.15,4
7291,,,7291,,
7292,,,7292,,
7293,,,7293,,
7294,,,7294,,
7295,84.33|95.15,8|32,7295,,
7296,,,7296,,
7297,,,7297,,
7298,,,7298,80.45,40
7299,80.45,14,7299,80.45,14
7300,,,7300,,
7301,,,7301,,
7302,,,7302,,
7303,,,7303,,
7304,,,7304,,
7305,80.45,5,7305,80.45,5
7306,80.45,8,7306,80.45,8
7307,,,7307,,
7308,,,7308,,
7309,,,7309,,
7310,80.45,10,7310,80.45|84.33,6|4
7311,,,7311,,
7312,,,7312,,
7313,80.45|95.15|96.11|96.7|96.94,36|17|5|3|28,7313,84.33|95.15|96.11|96.7|96.94,4|49|5|3|28
7314,,,7314,,
7315,,,7315,,
7316,,,7316,,
7317,,,7317,,
7318,96.94|97.38,28|5,7318,96.94|97.38,28|5
7319,,,7319,,
7320,,,7320,,
7321,,,7321,,
7322,,,7322,,
7323,97.38,3,7323,97.38,3
7324,97.38|97.57,7|1,7324,97.38|97.57,7|1
7325,,,7325,,
7326,,,7326,,
7327,97.57|97.74,3|1,7327,97.57|97.74,3|1
7328,,,7328,,
7329,,,7329,,
7330,82.82,6,7330,,
7331,82.82,53,7331,,
7332,,,7332,,
7333,,,7333,,
7334,,,7334,,
7335,,,7335,95.86,2
7336,,,7336,,
7337,82.82,2,7337,,
7338,,,7338,82.82,7
7339,82.82,7,7339,82.82,5
7340,82.82,1,7340,,
7341,,,7341,,
7342,,,7342,,
7343,,,7343,,
7344,,,7344,,
7345,,,7345,,
7346,,,7346,,
7347,,,7347,82.82,29
7348,,,7348,,
7349,,,7349,,
7350,93.82,10,7350,82.82,10
7351,94.24|95.86|96.62|97.07,4|3|4|48,7351,82.82|93.82|94.24|95.86|96.62|97.07,18|10|4|1|4|22
7352,,,7352,,
7353,,,7353,,
7354,90.15,1,7354,,
7355,,,7355,90.15,1
7356,90.15|97.07,4|30,7356,90.15|97.07,4|53
7357,97.74,4,7357,97.07|97.74,3|1
7358,,,7358,,
7359,96.61|97.74|97.81,3|2|4,7359,96.61|97.74|97.81|98.93|99.21,3|5|49|3|9
7360,97.81|98.93|99.21,45|3|21,7360,,
7361,,,7361,,
7362,,,7362,99.21,9
7363,,,7363,,
7364,,,7364,,
7365,,,7365,,
7366,87.4,2,7366,87.4,2
7367,,,7367,,
7368,,,7368,,
7369,86.87,83,7369,86.87,83
7370,,,7370,,
7371,86.87,4,7371,86.87,4
7372,,,7372,,
7373,,,7373,,
7374,,,7374,,
7375,86.87,10,7375,86.87,10
7376,,,7376,,
7377,86.87|87.4,1|5,7377,86.87|87.4,1|5
7378,96.03,7,7378,96.03,7
7379,96.03,58,7379,96.03,58
7380,97.33|97.89,63|5,7380,97.33|97.89,63|5
7381,97.89,10,7381,97.89,10
7382,,,7382,,
7383,,,7383,,
7384,,,7384,,
7385,,,7385,,
7386,91.87,5,7386,91.87,5
7387,,,7387,,
7388,,,7388,,
7389,,,7389,,
7390,,,7390,,
7391,,,7391,,
7392,,,7392,,
7393,,,7393,,
7394,,,7394,,
7395,87.96,4,7395,87.96,4
7396,,,7396,87.96|88.58,19|3
7397,87.96|88.58,19|3,7397,,
7398,88.58|90.64,4|5,7398,88.58|90.64,4|5
7399,90.64,1,7399,90.64,1
7400,90.64|90.64|97.89,2|2|47,7400,90.64|90.64|97.89,2|2|47
7401,,,7401,,
7402,76.08,8,7402,76.08,8
7403,,,7403,,
7404,76.08,4,7404,76.08,4
7405,76.08,4,7405,76.08,4
7406,76.08,17,7406,76.08,17
7407,,,7407,,
7408,,,7408,,
7409,,,7409,,
7410,69.58|76.08|94.81|96.22|97.89,37|5|6|4|2,7410,69.58|76.08|94.81|96.22|97.89,37|5|6|4|2
7411,97.89|98.34|99.21,1|2|60,7411,97.89|98.34|99.21,1|2|60
7412,99.21,7,7412,99.21,7
7413,99.21,1,7413,99.21,4
7414,,,7414,,
7415,85.84|99.64|99.81,10|9|14,7415,85.84|99.64|99.81,10|9|14
7416,,,7416,,
7417,,,7417,,
7418,,,7418,,
7419,86.06,9,7419,86.06,9
7420,,,7420,,
7421,,,7421,,
7422,,,7422,,
7423,,,7423,85.06|86.06,15|27
7424,85.06|86.06,15|27,7424,,
7425,,,7425,95.62,66
7426,95.62,66,7426,,
7427,,,7427,,
7428,,,7428,,
7429,,,7429,,
7430,,,7430,,
7431,,,7431,,
7432,,,7432,,
7433,,,7433,,
7434,88.29,4,7434,88.29,4
7435,,,7435,,
7436,88.29,8,7436,88.29,8
7437,88.29,30,7437,88.29,30
7438,,,7438,,
7439,,,7439,,
7440,88.29,4,7440,88.29,4
7441,,,7441,,
7442,,,7442,,
7443,,,7443,,
7444,,,7444,,
7445,,,7445,,
7446,,,7446,,
7447,76.21,85,7447,76.21,85
7448,,,7448,,
7449,76.21,7,7449,76.21,7
7450,,,7450,,
7451,,,7451,,
7452,,,7452,,
7453,76.21|83.19,1|9,7453,76.21|83.19,1|9
7454,,,7454,,
7455,83.19,4,7455,83.19,4
7456,83.19,4,7456,,
7457,,,7457,77.83,4
7458,,,7458,,
7459,,,7459,,
7460,77.83,1,7460,77.83,1
7461,77.83,9,7461,77.83,9
7462,77.83,42,7462,77.83,42
7463,77.83,1,7463,77.83,1
7464,,,7464,,
7465,,,7465,,
7466,77.83|83.19,38|12,7466,77.83|83.19,34|16
7467,,,7467,,
7468,,,7468,,
7469,83.19,5,7469,83.19,5
7470,,,7470,,
7471,83.19,7,7471,83.19,7
7472,,,7472,,
7473,83.19,4,7473,83.19,4
7474,,,7474,,
7475,83.19|87.76|88.08|88.12,2|5|52|30,7475,83.19|87.76|88.08|88.12,2|5|52|30
7476,,,7476,,
7477,,,7477,,
7478,,,7478,,
7479,82.89,2,7479,82.89,2
7480,,,7480,,
7481,,,7481,,
7482,,,7482,,
7483,82.89|88.12,3|5,7483,82.89|88.12,3|5
7484,88.12|88.29,22|34,7484,88.12|88.29,22|34
7485,,,7485,,
7486,88.29|88.39,2|4,7486,88.29|88.39,2|4
7487,,,7487,,
7488,,,7488,,
7489,,,7489,,
7490,88.39|89.99,4|4,7490,88.39|89.99,4|4
7491,,,7491,,
7492,89.99|90.27|90.74,6|3|30,7492,89.99|90.27|90.74,6|3|30
7493,90.74,3,7493,90.74,3
7494,,,7494,,
7495,,,7495,,
7496,,,7496,,
7497,,,7497,,
7498,,,7498,,
7499,88.56,8,7499,88.56,8
7500,,,7500,,
7501,88.56|89.35|90.74,50|2|17,7501,88.56|89.35|90.74,50|2|17
7502,,,7502,,
7503,90.74,3,7503,90.74,3
7504,90.74,5,7504,90.74,5
7505,,,7505,,
7506,90.74,33,7506,90.74,33
7507,,,7507,,
7508,,,7508,,
7509,,,7509,,
7510,,,7510,,
7511,,,7511,,
7512,,,7512,,
7513,90.74|91.1|91.14|92.69|93,1|5|31|3|13,7513,90.74|91.1|91.14|92.69|93,1|5|31|3|13
7514,,,7514,,
7515,,,7515,,
7516,,,7516,,
7517,,,7517,,
7518,,,7518,,
7519,93,52,7519,93,6
7520,,,7520,93,52
7521,93,6,7521,93|93.01|93.94,5|9|7
7522,93|93.01|93.94,5|9|7,7522,,
7523,93.94,3,7523,93.94,3
7524,93.94,30,7524,93.94,30
7525,93.94,4,7525,93.94,4
7526,93.94,3,7526,,
7527,,,7527,89.49,3
7528,,,7528,,
7529,,,7529,,
7530,89.49,10,7530,89.49|93.94,7|3
7531,93.94,2,7531,93.94,2
7532,,,7532,,
7533,90.57|93.94|94.4,3|10|29,7533,90.57|93.94|94.4,3|10|29
7534,94.4,3,7534,94.4,3
7535,,,7535,,
7536,,,7536,,
7537,,,7537,,
7538,94.4|94.8,4|2,7538,94.4|94.8,4|2
7539,,,7539,,
7540,,,7540,,
7541,,,7541,,
7542,,,7542,,
7543,,,7543,,
7544,92.09,8,7544,92.09,8
7545,,,7545,,
7546,,,7546,,
7547,,,7547,,
7548,92.09,39,7548,92.09,27
7549,92.09,27,7549,92.09,39
7550,,,7550,,
7551,,,7551,,
7552,,,7552,86.73|92.09|93.17|95.3|95.49|95.74,37|11|6|1|5|39
7553,86.73|92.09|93.17|95.3|95.49|95.74,37|11|6|1|5|39,7553,,
7554,,,7554,,
7555,,,7555,,
7556,,,7556,,
7557,95.74|96.02|96.17,24|3|9,7557,95.74|96.02|96.17,24|3|9
7558,96.17|96.21|97.16|97.58|97.66,1|4|6|8|7,7558,96.17|96.21|97.16|97.58|97.66,1|4|6|8|7
7559,98.09|98.14|98.79,6|1|3,7559,98.09|98.14|98.79,6|1|3
7560,98.79,8,7560,98.79,8
7561,,,7561,,
7562,96.02,7,7562,96.02,7
7563,,,7563,,
7564,,,7564,,
7565,94.02,9,7565,94.02,9
7566,,,7566,,
7567,94.02,3,7567,94.02,3
7568,96.02|98.79,41|5,7568,96.02|98.79,41|5
7569,98.79,37,7569,98.79,37
7570,,,7570,,
7571,90.48,2,7571,90.48,2
7572,,,7572,,
7573,90.48|98.79|99.19,1|2|2,7573,90.48|98.79|99.19,1|2|2
7574,,,7574,,
7575,,,7575,,
7576,,,7576,,
7577,,,7577,,
7578,,,7578,,
7579,,,7579,,
7580,,,7580,,
7581,,,7581,,
7582,,,7582,,
7583,83.68|86.79,6|39,7583,83.68|86.79|93.62,6|39|2
7584,93.62,2,7584,99.19,11
7585,99.19,11,7585,,
7586,,,7586,,
7587,99.19,54,7587,99.19,54
7588,,,7588,,
7589,82|99.19,1|11,7589,82,1
7590,,,7590,99.19,12
7591,99.19|99.23|99.51,17|7|44,7591,99.19|99.23|99.51,16|7|45
7592,99.51,13,7592,99.51,13
7593,,,7593,,
7594,,,7594,,
7595,,,7595,,
7596,,,7596,,
7597,,,7597,,
7598,,,7598,,
7599,,,7599,,
7600,99.51,4,7600,99.51,4
7601,,,7601,,
7602,99.51,31,7602,99.51,31
7603,,,7603,,
7604,,,7604,,
7605,99.51,4,7605,99.51|99.56,3|1
7606,,,7606,,
7607,,,7607,,
7608,86.52,2,7608,86.52,2
7609,,,7609,,
7610,,,7610,,
7611,,,7611,,
7612,86.52,9,7612,86.52,9
7613,86.52,4,7613,86.52,4
7614,86.52,6,7614,86.52,6
7615,68.54,8,7615,,
7616,,,7616,68.54,8
7617,,,7617,,
7618,,,7618,,
7619,,,7619,,
7620,,,7620,,
7621,79.95,2,7621,79.95,2
7622,79.95,7,7622,79.95,7
7623,,,7623,,
7624,,,7624,,
7625,79.95|84.07,1|1,7625,79.95|84.07,1|1
7626,,,7626,,
7627,86.52|91.05|93.54,26|3|1,7627,86.52,9
7628,93.54,9,7628,86.52|91.05|93.54,17|3|10
7629,93.54,2,7629,93.54,2
7630,,,7630,,
7631,,,7631,,
7632,,,7632,,
7633,93.54|94.75,73|1,7633,93.54|94.75,73|1
7634,94.75|95.57,2|32,7634,94.75|95.57,2|32
7635,,,7635,,
7636,95.57,27,7636,95.57,27
7637,,,7637,,
7638,,,7638,,
7639,,,7639,,
7640,,,7640,,
7641,89.65|95.57|95.96|97.46|97.85,8|10|4|6|65,7641,89.65|95.57|95.96|97.46|97.85,8|10|4|6|65
7642,97.85,6,7642,97.85,6
